id_hecho,n_victimas,fecha,franja_hora,tipo_calle,comuna,pos_x,pos_y,participantes,acusado,gravedad,rol,vehiculo_victima,sexo_victima,edad_victima
2021-0024,1,2021-03-03,16,avenida,9.0,-58.49573651,-34.67006054,bicicleta-cargas,cargas,fatal,ciclista,bicicleta,masculino,5
2021-0025,1,2021-03-11,3,gral paz,8.0,-58.48695354,-34.68795245,moto-otro,otro,fatal,conductor,moto,masculino,37
2021-0026,1,2021-03-15,2,autopista,4.0,-58.37562539,-34.64449357,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2021-0027,1,2021-03-16,15,gral paz,12.0,-58.49491054,-34.54795581,moto-cargas,cargas,fatal,conductor,moto,femenino,19
2021-0028,1,2021-03-29,17,avenida,7.0,-58.44147621,-34.64357704,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,
2021-0029,1,2021-03-31,18,avenida,7.0,-58.46899119,-34.63215432,auto-auto,auto,fatal,conductor,auto,masculino,26
2021-0030,1,2021-04-03,18,calle,4.0,-58.38685612,-34.63455776,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,36
2021-0031,1,2021-04-07,10,avenida,1.0,-58.38113667,-34.61765323,peaton-cargas,cargas,fatal,peatón,peatón,femenino,68
2021-0032,1,2021-04-10,19,autopista,13.0,-58.44112678,-34.54538956,peaton-moto,moto,fatal,peatón,peatón,masculino,60
2021-0033,1,2021-04-14,17,autopista,5.0,-58.41595919,-34.62743346,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,33
2021-0034,1,2021-04-19,14,avenida,4.0,-58.40184094,-34.64546845,moto-cargas,cargas,fatal,pasajero,moto,femenino,26
2021-0035,1,2021-05-03,9,avenida,8.0,-58.44642231,-34.65679806,moto-cargas,cargas,fatal,conductor,moto,masculino,24
2021-0036,1,2021-05-09,6,gral paz,11.0,-58.52340614,-34.59798754,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,36
2021-0037,1,2021-05-11,7,avenida,13.0,-58.46649069,-34.56219075,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,58
2021-0038,1,2021-05-14,11,avenida,14.0,-58.42653328,-34.57816791,moto-cargas,cargas,fatal,conductor,moto,femenino,44
2021-0039,1,2021-05-15,12,avenida,9.0,-58.50407099,-34.65303372,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,86
2021-0040,1,2021-05-20,5,gral paz,13.0,-58.46743471,-34.53476874,moto-auto,auto,fatal,conductor,moto,masculino,27
2021-0041,1,2021-05-20,8,avenida,14.0,-58.40986646,-34.5772806,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,75
2021-0042,1,2021-05-21,5,avenida,9.0,-58.51739138,-34.63931792,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,39
2021-0043,1,2021-05-22,18,avenida,9.0,-58.50719962,-34.65556223,peaton-auto,auto,fatal,peatón,peatón,masculino,50
2021-0044,1,2021-05-25,2,avenida,9.0,-58.46712311,-34.64600222,moto-objeto fijo,objeto fijo,fatal,pasajero,moto,masculino,21
2021-0045,1,2021-05-26,17,autopista,4.0,-58.37709334,-34.64035082,multiple,multiple,fatal,conductor,moto,masculino,22
2021-0046,1,2021-05-31,2,avenida,15.0,-58.46033141,-34.58569883,auto-objeto fijo,objeto fijo,fatal,pasajero,auto,masculino,20
2021-0047,1,2021-06-02,16,avenida,4.0,-58.42190745,-34.65633192,moto-auto,auto,fatal,conductor,moto,masculino,59
2021-0048,1,2021-06-03,9,avenida,12.0,-58.49026573,-34.5698141,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,44
2021-0049,1,2021-06-03,20,avenida,8.0,-58.45410344,-34.66902702,auto-auto,auto,fatal,conductor,auto,masculino,74
2021-0050,1,2021-06-10,13,avenida,13.0,-58.44751621,-34.55719892,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,56
2021-0051,1,2021-06-15,19,avenida,4.0,-58.42040352,-34.66005171,peaton-cargas,cargas,fatal,peatón,peatón,masculino,73
2021-0052,1,2021-06-20,5,gral paz,8.0,-58.49530249,-34.68010798,moto-objeto fijo,objeto fijo,fatal,pasajero,moto,femenino,19
2021-0053,1,2021-06-20,12,avenida,15.0,-58.44399875,-34.5947736,peaton-bicicleta,bicicleta,fatal,peatón,peatón,masculino,58
2021-0054,1,2021-06-22,14,calle,4.0,-58.42759813,-34.65463857,moto-cargas,cargas,fatal,conductor,moto,masculino,41
2021-0055,1,2021-06-29,12,avenida,3.0,-58.40547222,-34.60456293,moto-cargas,cargas,fatal,pasajero,moto,masculino,47
2021-0056,1,2021-07-09,23,avenida,4.0,-58.42473018,-34.6500828,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,60
2021-0057,1,2021-07-10,23,autopista,2.0,-58.39257023,-34.57563957,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,46
2021-0058,1,2021-07-21,0,gral paz,12.0,-58.48941042,-34.54596153,peaton-auto,auto,fatal,peatón,peatón,masculino,24
2021-0059,1,2021-07-22,1,avenida,3.0,-58.3964074,-34.62783085,auto-objeto fijo,objeto fijo,fatal,pasajero,auto,femenino,44
2021-0060,1,2021-07-22,12,avenida,5.0,-58.41971993,-34.6111224,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,80
2021-0061,1,2021-07-24,9,avenida,4.0,-58.40544588,-34.65012801,peaton-cargas,cargas,fatal,peatón,peatón,femenino,55
2021-0062,1,2021-07-27,7,avenida,4.0,-58.42003882,-34.64645957,auto-cargas,cargas,fatal,conductor,auto,masculino,73
2021-0063,1,2021-08-02,4,avenida,7.0,-58.46851293,-34.63348678,auto-auto,auto,fatal,pasajero,auto,femenino,31
2021-0064,1,2021-08-02,20,gral paz,9.0,-58.52931141,-34.65422917,peaton-cargas,cargas,fatal,peatón,peatón,masculino,37
2021-0065,1,2021-08-06,8,avenida,6.0,-58.42675754,-34.6269973,peaton-pasajeros,pasajeros,fatal,peatón,peatón,femenino,63
2021-0066,1,2021-08-06,20,avenida,11.0,-58.52933723,-34.61098186,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,59
2021-0067,1,2021-08-08,9,autopista,1.0,-58.37910943,-34.62764718,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,27
2021-0068,1,2021-08-15,6,avenida,11.0,-58.52161176,-34.61164474,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,39
2021-0069,1,2021-08-20,17,avenida,14.0,-58.41354692,-34.5869768,peaton-auto,auto,fatal,peatón,peatón,masculino,17
2021-0070,1,2021-08-28,8,avenida,8.0,-58.43960781,-34.65470804,moto-cargas,cargas,fatal,conductor,moto,masculino,31
2021-0071,1,2021-08-31,16,calle,3.0,-58.4045461,-34.60003693,peaton-moto,moto,fatal,peatón,peatón,masculino,88
2021-0072,1,2021-09-01,19,avenida,2.0,-58.39303911,-34.59871111,peaton-auto,auto,fatal,peatón,peatón,femenino,57
2021-0073,1,2021-09-18,12,avenida,2.0,-58.39391034,-34.58405348,bicicleta-auto,auto,fatal,ciclista,bicicleta,femenino,76
2021-0074,1,2021-09-20,15,gral paz,12.0,-58.5007381,-34.5497951,multiple,multiple,fatal,conductor,moto,masculino,55
2021-0075,1,2021-09-21,14,calle,1.0,-58.38281301,-34.62786038,peaton-cargas,cargas,fatal,peatón,peatón,masculino,65
2021-0076,1,2021-10-16,6,avenida,7.0,-58.43980799,-34.65094083,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,31
2021-0077,1,2021-10-18,7,avenida,6.0,-58.44402387,-34.62933109,moto-cargas,cargas,fatal,conductor,moto,femenino,31
2021-0078,1,2021-10-23,6,avenida,6.0,-58.42779702,-34.62207347,moto-pasajeros,pasajeros,fatal,conductor,moto,masculino,22
2021-0079,1,2021-10-25,3,calle,3.0,-58.40944147,-34.60097942,peaton-auto,auto,fatal,peatón,peatón,masculino,
2021-0080,1,2021-10-28,16,avenida,1.0,-58.38277479,-34.5943016,moto-auto,auto,fatal,conductor,moto,masculino,32
2021-0081,1,2021-11-02,13,autopista,4.0,-58.37627355,-34.63800916,moto-cargas,cargas,fatal,conductor,moto,masculino,26
2021-0082,1,2021-11-06,4,autopista,3.0,-58.39591856,-34.62453459,moto-auto,auto,fatal,conductor,moto,masculino,38
2021-0083,1,2021-11-09,0,avenida,13.0,-58.45829717,-34.56015762,moto-auto,auto,fatal,conductor,moto,masculino,30
2021-0084,1,2021-11-11,3,avenida,9.0,-58.49142611,-34.64584795,auto-objeto fijo,objeto fijo,fatal,conductor,auto,masculino,32
2021-0085,1,2021-11-20,18,gral paz,12.0,-58.51271409,-34.57786555,moto-objeto fijo,objeto fijo,fatal,conductor,moto,masculino,49
2021-0086,1,2021-11-25,10,avenida,6.0,-58.44864864,-34.62352826,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,75
2021-0087,1,2021-11-27,11,calle,1.0,-58.37795815,-34.59167894,peaton-bicicleta,bicicleta,fatal,peatón,peatón,femenino,73
2021-0088,1,2021-12-01,15,calle,13.0,-58.45531707,-34.55555257,moto-auto,auto,fatal,conductor,moto,masculino,45
2021-0089,1,2021-12-02,1,avenida,11.0,-58.47633683,-34.62140594,moto-auto,auto,fatal,conductor,moto,masculino,41
2021-0090,1,2021-12-10,11,avenida,1.0,-58.38188582,-34.60256036,peaton-pasajeros,pasajeros,fatal,peatón,peatón,masculino,73
2021-0091,1,2021-12-11,23,calle,10.0,-58.51989389,-34.62284918,moto-auto,auto,fatal,conductor,moto,masculino,24
2021-0092,1,2021-12-12,6,avenida,3.0,-58.4059686,-34.61011987,peaton-auto,auto,fatal,peatón,peatón,femenino,50
2021-0093,1,2021-12-13,17,avenida,7.0,-58.43353773,-34.64561636,moto-auto,auto,fatal,pasajero,moto,femenino,18
2021-0094,1,2021-12-20,1,autopista,9.0,-58.46739825,-34.65117757,moto-auto,auto,fatal,pasajero,moto,femenino,43
2021-0095,1,2021-12-30,0,avenida,11.0,-58.47293407,-34.61984745,moto-cargas,cargas,fatal,conductor,moto,masculino,27
2021-0096,1,2021-12-15,10,avenida,9.0,-58.47066794,-34.65021673,auto-cargas,cargas,fatal,conductor,auto,masculino,60
2021-0097,1,2021-11-18,6,calle,1.0,-58.37976155,-34.58679619,bicicleta-auto,auto,fatal,ciclista,bicicleta,masculino,53
